from,to,tipo,fuente
a489,a611,diagnostico_diferencial,sintetico
a489,a813,diagnostico_diferencial,sintetico
a490,a514,diagnostico_diferencial,sintetico
a490,a688,diagnostico_diferencial,sintetico
a490,a110,diagnostico_diferencial,sintetico
a490,a540,diagnostico_diferencial,sintetico
a490,a608,diagnostico_diferencial,sintetico
a491,a756,diagnostico_diferencial,sintetico
a491,a993,diagnostico_diferencial,sintetico
a491,a986,diagnostico_diferencial,sintetico
a491,a165,diagnostico_diferencial,sintetico
a491,a888,diagnostico_diferencial,sintetico
a492,a780,diagnostico_diferencial,sintetico
a492,a778,diagnostico_diferencial,sintetico
a492,a105,diagnostico_diferencial,sintetico
a492,a34,diagnostico_diferencial,sintetico
a492,a484,diagnostico_diferencial,sintetico
a493,a740,diagnostico_diferencial,sintetico
a493,a656,diagnostico_diferencial,sintetico
a493,a591,diagnostico_diferencial,sintetico
a493,a440,diagnostico_diferencial,sintetico
a493,a143,diagnostico_diferencial,sintetico
a494,a93,diagnostico_diferencial,sintetico
a494,a679,diagnostico_diferencial,sintetico
a494,a707,diagnostico_diferencial,sintetico
a494,a741,diagnostico_diferencial,sintetico
a494,a606,diagnostico_diferencial,sintetico
a495,a605,diagnostico_diferencial,sintetico
a495,a804,diagnostico_diferencial,sintetico
a495,a896,diagnostico_diferencial,sintetico
a495,a224,diagnostico_diferencial,sintetico
a495,a659,diagnostico_diferencial,sintetico
a496,a915,diagnostico_diferencial,sintetico
a496,a209,diagnostico_diferencial,sintetico
a496,a354,diagnostico_diferencial,sintetico
a496,a450,diagnostico_diferencial,sintetico
a496,a471,diagnostico_diferencial,sintetico
a497,a945,diagnostico_diferencial,sintetico
a497,a128,diagnostico_diferencial,sintetico
a497,a377,diagnostico_diferencial,sintetico
a497,a188,diagnostico_diferencial,sintetico
a497,a638,diagnostico_diferencial,sintetico
a498,a165,diagnostico_diferencial,sintetico
a498,a394,diagnostico_diferencial,sintetico
a498,a510,diagnostico_diferencial,sintetico
a498,a783,diagnostico_diferencial,sintetico
a498,a6,diagnostico_diferencial,sintetico
a499,a213,diagnostico_diferencial,sintetico
a499,a373,diagnostico_diferencial,sintetico
a499,a610,diagnostico_diferencial,sintetico
a499,a585,diagnostico_diferencial,sintetico
a499,a105,diagnostico_diferencial,sintetico
a500,a827,diagnostico_diferencial,sintetico
a500,a184,diagnostico_diferencial,sintetico
a500,a794,diagnostico_diferencial,sintetico
a500,a199,diagnostico_diferencial,sintetico
a500,a854,diagnostico_diferencial,sintetico
a501,a906,diagnostico_diferencial,sintetico
a501,a260,diagnostico_diferencial,sintetico
a501,a837,diagnostico_diferencial,sintetico
a501,a140,diagnostico_diferencial,sintetico
a501,a133,diagnostico_diferencial,sintetico
a502,a112,diagnostico_diferencial,sintetico
a502,a607,diagnostico_diferencial,sintetico
a502,a437,diagnostico_diferencial,sintetico
a502,a388,diagnostico_diferencial,sintetico
a502,a386,diagnostico_diferencial,sintetico
a503,a511,diagnostico_diferencial,sintetico
a503,a570,diagnostico_diferencial,sintetico
a503,a223,diagnostico_diferencial,sintetico
a503,a478,diagnostico_diferencial,sintetico
a503,a931,diagnostico_diferencial,sintetico
a504,a321,diagnostico_diferencial,sintetico
a504,a777,diagnostico_diferencial,sintetico
a504,a586,diagnostico_diferencial,sintetico
a504,a484,diagnostico_diferencial,sintetico
a504,a338,diagnostico_diferencial,sintetico
a505,a910,diagnostico_diferencial,sintetico
a505,a986,diagnostico_diferencial,sintetico
a505,a257,diagnostico_diferencial,sintetico
a505,a602,diagnostico_diferencial,sintetico
a505,a682,diagnostico_diferencial,sintetico
a506,a229,diagnostico_diferencial,sintetico
a506,a562,diagnostico_diferencial,sintetico
a506,a168,diagnostico_diferencial,sintetico
a506,a359,diagnostico_diferencial,sintetico
a506,a33,diagnostico_diferencial,sintetico
a507,a41,diagnostico_diferencial,sintetico
a507,a729,diagnostico_diferencial,sintetico
a507,a757,diagnostico_diferencial,sintetico
a507,a329,diagnostico_diferencial,sintetico
a507,a35,diagnostico_diferencial,sintetico
a508,a645,diagnostico_diferencial,sintetico
a508,a923,diagnostico_diferencial,sintetico
a508,a774,diagnostico_diferencial,sintetico
a508,a934,diagnostico_diferencial,sintetico
a508,a635,diagnostico_diferencial,sintetico
a509,a670,diagnostico_diferencial,sintetico
a509,a927,diagnostico_diferencial,sintetico
a509,a803,diagnostico_diferencial,sintetico
a509,a947,diagnostico_diferencial,sintetico
a509,a547,diagnostico_diferencial,sintetico
a510,a416,diagnostico_diferencial,sintetico
a510,a478,diagnostico_diferencial,sintetico
a510,a1,diagnostico_diferencial,sintetico
a510,a448,diagnostico_diferencial,sintetico
a510,a994,diagnostico_diferencial,sintetico
a511,a337,diagnostico_diferencial,sintetico
a511,a638,diagnostico_diferencial,sintetico
a511,a540,diagnostico_diferencial,sintetico
a511,a642,diagnostico_diferencial,sintetico
a511,a176,diagnostico_diferencial,sintetico
a512,a722,diagnostico_diferencial,sintetico
a512,a609,diagnostico_diferencial,sintetico
a512,a487,diagnostico_diferencial,sintetico
a512,a390,diagnostico_diferencial,sintetico
a512,a818,diagnostico_diferencial,sintetico
a513,a853,diagnostico_diferencial,sintetico
a513,a663,diagnostico_diferencial,sintetico
a513,a328,diagnostico_diferencial,sintetico
a513,a946,diagnostico_diferencial,sintetico
a513,a932,diagnostico_diferencial,sintetico
a514,a670,diagnostico_diferencial,sintetico
a514,a995,diagnostico_diferencial,sintetico
a514,a816,diagnostico_diferencial,sintetico
a514,a750,diagnostico_diferencial,sintetico
a514,a143,diagnostico_diferencial,sintetico
a515,a762,diagnostico_diferencial,sintetico
a515,a927,diagnostico_diferencial,sintetico
a515,a210,diagnostico_diferencial,sintetico
a515,a386,diagnostico_diferencial,sintetico
a515,a8,diagnostico_diferencial,sintetico
a516,a993,diagnostico_diferencial,sintetico
a516,a955,diagnostico_diferencial,sintetico
a516,a191,diagnostico_diferencial,sintetico
a516,a265,diagnostico_diferencial,sintetico
a516,a263,diagnostico_diferencial,sintetico
a517,a998,diagnostico_diferencial,sintetico
a517,a735,diagnostico_diferencial,sintetico
a517,a296,diagnostico_diferencial,sintetico
a517,a278,diagnostico_diferencial,sintetico
a517,a907,diagnostico_diferencial,sintetico
a518,a921,diagnostico_diferencial,sintetico
a518,a360,diagnostico_diferencial,sintetico
a518,a623,diagnostico_diferencial,sintetico
a518,a496,diagnostico_diferencial,sintetico
a518,a633,diagnostico_diferencial,sintetico
a519,a665,diagnostico_diferencial,sintetico
a519,a167,diagnostico_diferencial,sintetico
a519,a560,diagnostico_diferencial,sintetico
a519,a652,diagnostico_diferencial,sintetico
a519,a954,diagnostico_diferencial,sintetico
a520,a126,diagnostico_diferencial,sintetico
a520,a935,diagnostico_diferencial,sintetico
a520,a824,diagnostico_diferencial,sintetico
a520,a239,diagnostico_diferencial,sintetico
a520,a463,diagnostico_diferencial,sintetico
a521,a62,diagnostico_diferencial,sintetico
a521,a711,diagnostico_diferencial,sintetico
a521,a777,diagnostico_diferencial,sintetico
a521,a261,diagnostico_diferencial,sintetico
a521,a327,diagnostico_diferencial,sintetico
a522,a55,diagnostico_diferencial,sintetico
a522,a205,diagnostico_diferencial,sintetico
a522,a597,diagnostico_diferencial,sintetico
a522,a246,diagnostico_diferencial,sintetico
a522,a917,diagnostico_diferencial,sintetico
a523,a156,diagnostico_diferencial,sintetico
a523,a725,diagnostico_diferencial,sintetico
a523,a568,diagnostico_diferencial,sintetico
a523,a283,diagnostico_diferencial,sintetico
a523,a711,diagnostico_diferencial,sintetico
a524,a978,diagnostico_diferencial,sintetico
a524,a871,diagnostico_diferencial,sintetico
a524,a221,diagnostico_diferencial,sintetico
a524,a840,diagnostico_diferencial,sintetico
a524,a848,diagnostico_diferencial,sintetico
a525,a998,diagnostico_diferencial,sintetico
a525,a760,diagnostico_diferencial,sintetico
a525,a648,diagnostico_diferencial,sintetico
a525,a673,diagnostico_diferencial,sintetico
a525,a279,diagnostico_diferencial,sintetico
a526,a329,diagnostico_diferencial,sintetico
a526,a978,diagnostico_diferencial,sintetico
a526,a371,diagnostico_diferencial,sintetico
a526,a26,diagnostico_diferencial,sintetico
a526,a633,diagnostico_diferencial,sintetico
a527,a295,diagnostico_diferencial,sintetico
a527,a705,diagnostico_diferencial,sintetico
a527,a580,diagnostico_diferencial,sintetico
a527,a577,diagnostico_diferencial,sintetico
a527,a32,diagnostico_diferencial,sintetico
a528,a699,diagnostico_diferencial,sintetico
a528,a213,diagnostico_diferencial,sintetico
a528,a561,diagnostico_diferencial,sintetico
a528,a709,diagnostico_diferencial,sintetico
a528,a972,diagnostico_diferencial,sintetico
a529,a969,diagnostico_diferencial,sintetico
a529,a50,diagnostico_diferencial,sintetico
a529,a631,diagnostico_diferencial,sintetico
a529,a766,diagnostico_diferencial,sintetico
a529,a770,diagnostico_diferencial,sintetico
a530,a336,diagnostico_diferencial,sintetico
a530,a563,diagnostico_diferencial,sintetico
a530,a263,diagnostico_diferencial,sintetico
a530,a500,diagnostico_diferencial,sintetico
a530,a434,diagnostico_diferencial,sintetico
a531,a142,diagnostico_diferencial,sintetico
a531,a512,diagnostico_diferencial,sintetico
a531,a720,diagnostico_diferencial,sintetico
a531,a388,diagnostico_diferencial,sintetico
a531,a958,diagnostico_diferencial,sintetico
a532,a492,diagnostico_diferencial,sintetico
a532,a139,diagnostico_diferencial,sintetico
a532,a561,diagnostico_diferencial,sintetico
a532,a828,diagnostico_diferencial,sintetico
a532,a433,diagnostico_diferencial,sintetico
a533,a107,diagnostico_diferencial,sintetico
a533,a885,diagnostico_diferencial,sintetico
a533,a332,diagnostico_diferencial,sintetico
a533,a971,diagnostico_diferencial,sintetico
a533,a175,diagnostico_diferencial,sintetico
a534,a974,diagnostico_diferencial,sintetico
a534,a459,diagnostico_diferencial,sintetico
a534,a171,diagnostico_diferencial,sintetico
a534,a702,diagnostico_diferencial,sintetico
a534,a733,diagnostico_diferencial,sintetico
a535,a528,diagnostico_diferencial,sintetico
a535,a856,diagnostico_diferencial,sintetico
a535,a853,diagnostico_diferencial,sintetico
a535,a816,diagnostico_diferencial,sintetico
a535,a524,diagnostico_diferencial,sintetico
a536,a95,diagnostico_diferencial,sintetico
a536,a723,diagnostico_diferencial,sintetico
a536,a540,diagnostico_diferencial,sintetico
a536,a693,diagnostico_diferencial,sintetico
a536,a705,diagnostico_diferencial,sintetico
a537,a800,diagnostico_diferencial,sintetico
a537,a837,diagnostico_diferencial,sintetico
a537,a828,diagnostico_diferencial,sintetico
a537,a997,diagnostico_diferencial,sintetico
a537,a279,diagnostico_diferencial,sintetico
a538,a799,diagnostico_diferencial,sintetico
a538,a832,diagnostico_diferencial,sintetico
a538,a490,diagnostico_diferencial,sintetico
a538,a310,diagnostico_diferencial,sintetico
a538,a934,diagnostico_diferencial,sintetico
a539,a377,diagnostico_diferencial,sintetico
a539,a678,diagnostico_diferencial,sintetico
a539,a751,diagnostico_diferencial,sintetico
a539,a551,diagnostico_diferencial,sintetico
a539,a966,diagnostico_diferencial,sintetico
a540,a63,diagnostico_diferencial,sintetico
a540,a987,diagnostico_diferencial,sintetico
a540,a542,diagnostico_diferencial,sintetico
a540,a102,diagnostico_diferencial,sintetico
a540,a591,diagnostico_diferencial,sintetico
a541,a1000,diagnostico_diferencial,sintetico
a541,a891,diagnostico_diferencial,sintetico
a541,a45,diagnostico_diferencial,sintetico
a541,a20,diagnostico_diferencial,sintetico
a541,a287,diagnostico_diferencial,sintetico
a542,a668,diagnostico_diferencial,sintetico
a542,a849,diagnostico_diferencial,sintetico
a542,a453,diagnostico_diferencial,sintetico
a542,a85,diagnostico_diferencial,sintetico
a542,a760,diagnostico_diferencial,sintetico
a543,a169,diagnostico_diferencial,sintetico
a543,a541,diagnostico_diferencial,sintetico
a543,a415,diagnostico_diferencial,sintetico
a543,a222,diagnostico_diferencial,sintetico
a543,a410,diagnostico_diferencial,sintetico
a544,a151,diagnostico_diferencial,sintetico
a544,a305,diagnostico_diferencial,sintetico
a544,a193,diagnostico_diferencial,sintetico
a544,a62,diagnostico_diferencial,sintetico
a544,a465,diagnostico_diferencial,sintetico
a545,a229,diagnostico_diferencial,sintetico
a545,a576,diagnostico_diferencial,sintetico
a545,a26,diagnostico_diferencial,sintetico
a545,a121,diagnostico_diferencial,sintetico
a545,a877,diagnostico_diferencial,sintetico
a546,a126,diagnostico_diferencial,sintetico
a546,a893,diagnostico_diferencial,sintetico
a546,a134,diagnostico_diferencial,sintetico
a546,a913,diagnostico_diferencial,sintetico
a546,a757,diagnostico_diferencial,sintetico
a547,a686,diagnostico_diferencial,sintetico
a547,a755,diagnostico_diferencial,sintetico
a547,a649,diagnostico_diferencial,sintetico
a547,a684,diagnostico_diferencial,sintetico
a547,a669,diagnostico_diferencial,sintetico
a548,a351,diagnostico_diferencial,sintetico
a548,a553,diagnostico_diferencial,sintetico
a548,a153,diagnostico_diferencial,sintetico
a548,a907,diagnostico_diferencial,sintetico
a548,a694,diagnostico_diferencial,sintetico
a549,a915,diagnostico_diferencial,sintetico
a549,a68,diagnostico_diferencial,sintetico
a549,a856,diagnostico_diferencial,sintetico
a549,a169,diagnostico_diferencial,sintetico
a549,a66,diagnostico_diferencial,sintetico
a550,a167,diagnostico_diferencial,sintetico
a550,a771,diagnostico_diferencial,sintetico
a550,a446,diagnostico_diferencial,sintetico
a550,a901,diagnostico_diferencial,sintetico
a550,a230,diagnostico_diferencial,sintetico
a551,a591,diagnostico_diferencial,sintetico
a551,a305,diagnostico_diferencial,sintetico
a551,a728,diagnostico_diferencial,sintetico
a551,a248,diagnostico_diferencial,sintetico
a551,a250,diagnostico_diferencial,sintetico
a552,a18,diagnostico_diferencial,sintetico
a552,a190,diagnostico_diferencial,sintetico
a552,a659,diagnostico_diferencial,sintetico
a552,a207,diagnostico_diferencial,sintetico
a552,a921,diagnostico_diferencial,sintetico
a553,a58,diagnostico_diferencial,sintetico
a553,a613,diagnostico_diferencial,sintetico
a553,a643,diagnostico_diferencial,sintetico
a553,a842,diagnostico_diferencial,sintetico
a553,a4,diagnostico_diferencial,sintetico
a554,a655,diagnostico_diferencial,sintetico
a554,a219,diagnostico_diferencial,sintetico
a554,a52,diagnostico_diferencial,sintetico
a554,a458,diagnostico_diferencial,sintetico
a554,a660,diagnostico_diferencial,sintetico
a555,a596,diagnostico_diferencial,sintetico
a555,a720,diagnostico_diferencial,sintetico
a555,a132,diagnostico_diferencial,sintetico
a555,a440,diagnostico_diferencial,sintetico
a555,a278,diagnostico_diferencial,sintetico
a556,a211,diagnostico_diferencial,sintetico
a556,a336,diagnostico_diferencial,sintetico
a556,a921,diagnostico_diferencial,sintetico
a556,a978,diagnostico_diferencial,sintetico
a556,a164,diagnostico_diferencial,sintetico
a557,a87,diagnostico_diferencial,sintetico
a557,a754,diagnostico_diferencial,sintetico
a557,a5,diagnostico_diferencial,sintetico
a557,a117,diagnostico_diferencial,sintetico
a557,a676,diagnostico_diferencial,sintetico
a558,a297,diagnostico_diferencial,sintetico
a558,a245,diagnostico_diferencial,sintetico
a558,a987,diagnostico_diferencial,sintetico
a558,a447,diagnostico_diferencial,sintetico
a558,a380,diagnostico_diferencial,sintetico
a559,a532,diagnostico_diferencial,sintetico
a559,a129,diagnostico_diferencial,sintetico
a559,a911,diagnostico_diferencial,sintetico
a559,a743,diagnostico_diferencial,sintetico
a559,a1,diagnostico_diferencial,sintetico
a560,a854,diagnostico_diferencial,sintetico
a560,a770,diagnostico_diferencial,sintetico
a560,a873,diagnostico_diferencial,sintetico
a560,a47,diagnostico_diferencial,sintetico
a560,a783,diagnostico_diferencial,sintetico
a561,a912,diagnostico_diferencial,sintetico
a561,a638,diagnostico_diferencial,sintetico
a561,a19,diagnostico_diferencial,sintetico
a561,a543,diagnostico_diferencial,sintetico
a561,a459,diagnostico_diferencial,sintetico
a562,a958,diagnostico_diferencial,sintetico
a562,a534,diagnostico_diferencial,sintetico
a562,a706,diagnostico_diferencial,sintetico
a562,a269,diagnostico_diferencial,sintetico
a562,a752,diagnostico_diferencial,sintetico
a563,a747,diagnostico_diferencial,sintetico
a563,a483,diagnostico_diferencial,sintetico
a563,a145,diagnostico_diferencial,sintetico
a563,a989,diagnostico_diferencial,sintetico
a563,a904,diagnostico_diferencial,sintetico
a564,a702,diagnostico_diferencial,sintetico
a564,a816,diagnostico_diferencial,sintetico
a564,a164,diagnostico_diferencial,sintetico
a564,a815,diagnostico_diferencial,sintetico
a564,a390,diagnostico_diferencial,sintetico
a565,a91,diagnostico_diferencial,sintetico
a565,a817,diagnostico_diferencial,sintetico
a565,a329,diagnostico_diferencial,sintetico
a565,a34,diagnostico_diferencial,sintetico
a565,a840,diagnostico_diferencial,sintetico
a566,a275,diagnostico_diferencial,sintetico
a566,a610,diagnostico_diferencial,sintetico
a566,a174,diagnostico_diferencial,sintetico
a566,a116,diagnostico_diferencial,sintetico
a566,a5,diagnostico_diferencial,sintetico
a567,a87,diagnostico_diferencial,sintetico
a567,a770,diagnostico_diferencial,sintetico
a567,a919,diagnostico_diferencial,sintetico
a567,a714,diagnostico_diferencial,sintetico
a567,a960,diagnostico_diferencial,sintetico
a568,a430,diagnostico_diferencial,sintetico
a568,a146,diagnostico_diferencial,sintetico
a568,a793,diagnostico_diferencial,sintetico
a568,a955,diagnostico_diferencial,sintetico
a568,a872,diagnostico_diferencial,sintetico
a569,a124,diagnostico_diferencial,sintetico
a569,a917,diagnostico_diferencial,sintetico
a569,a587,diagnostico_diferencial,sintetico
a569,a875,diagnostico_diferencial,sintetico
a569,a698,diagnostico_diferencial,sintetico
a570,a400,diagnostico_diferencial,sintetico
a570,a32,diagnostico_diferencial,sintetico
a570,a870,diagnostico_diferencial,sintetico
a570,a886,diagnostico_diferencial,sintetico
a570,a599,diagnostico_diferencial,sintetico
a571,a227,diagnostico_diferencial,sintetico
a571,a287,diagnostico_diferencial,sintetico
a571,a307,diagnostico_diferencial,sintetico
a571,a980,diagnostico_diferencial,sintetico
a571,a958,diagnostico_diferencial,sintetico
a572,a634,diagnostico_diferencial,sintetico
a572,a360,diagnostico_diferencial,sintetico
a572,a194,diagnostico_diferencial,sintetico
a572,a947,diagnostico_diferencial,sintetico
a572,a957,diagnostico_diferencial,sintetico
a573,a127,diagnostico_diferencial,sintetico
a573,a9,diagnostico_diferencial,sintetico
a573,a964,diagnostico_diferencial,sintetico
a573,a656,diagnostico_diferencial,sintetico
a573,a43,diagnostico_diferencial,sintetico
a574,a39,diagnostico_diferencial,sintetico
a574,a930,diagnostico_diferencial,sintetico
a574,a692,diagnostico_diferencial,sintetico
a574,a850,diagnostico_diferencial,sintetico
a574,a26,diagnostico_diferencial,sintetico
a575,a902,diagnostico_diferencial,sintetico
a575,a322,diagnostico_diferencial,sintetico
a575,a46,diagnostico_diferencial,sintetico
a575,a33,diagnostico_diferencial,sintetico
a575,a5,diagnostico_diferencial,sintetico
a576,a713,diagnostico_diferencial,sintetico
a576,a83,diagnostico_diferencial,sintetico
a576,a303,diagnostico_diferencial,sintetico
a576,a232,diagnostico_diferencial,sintetico
a576,a700,diagnostico_diferencial,sintetico
a577,a512,diagnostico_diferencial,sintetico
a577,a862,diagnostico_diferencial,sintetico
a577,a185,diagnostico_diferencial,sintetico
a577,a442,diagnostico_diferencial,sintetico
a577,a938,diagnostico_diferencial,sintetico
a578,a386,diagnostico_diferencial,sintetico
a578,a819,diagnostico_diferencial,sintetico
a578,a896,diagnostico_diferencial,sintetico
a578,a124,diagnostico_diferencial,sintetico
a578,a512,diagnostico_diferencial,sintetico
a579,a297,diagnostico_diferencial,sintetico
a579,a833,diagnostico_diferencial,sintetico
a579,a698,diagnostico_diferencial,sintetico
a579,a573,diagnostico_diferencial,sintetico
a579,a643,diagnostico_diferencial,sintetico
a580,a905,diagnostico_diferencial,sintetico
a580,a449,diagnostico_diferencial,sintetico
a580,a79,diagnostico_diferencial,sintetico
a580,a197,diagnostico_diferencial,sintetico
a580,a972,diagnostico_diferencial,sintetico
a581,a991,diagnostico_diferencial,sintetico
a581,a835,diagnostico_diferencial,sintetico
a581,a828,diagnostico_diferencial,sintetico
a581,a556,diagnostico_diferencial,sintetico
a581,a944,diagnostico_diferencial,sintetico
a582,a393,diagnostico_diferencial,sintetico
a582,a97,diagnostico_diferencial,sintetico
a582,a188,diagnostico_diferencial,sintetico
a582,a42,diagnostico_diferencial,sintetico
a582,a612,diagnostico_diferencial,sintetico
a583,a973,diagnostico_diferencial,sintetico
a583,a763,diagnostico_diferencial,sintetico
a583,a275,diagnostico_diferencial,sintetico
a583,a403,diagnostico_diferencial,sintetico
a583,a276,diagnostico_diferencial,sintetico
a584,a820,diagnostico_diferencial,sintetico
a584,a233,diagnostico_diferencial,sintetico
a584,a464,diagnostico_diferencial,sintetico
a584,a103,diagnostico_diferencial,sintetico
a584,a910,diagnostico_diferencial,sintetico
a585,a508,diagnostico_diferencial,sintetico
a585,a131,diagnostico_diferencial,sintetico
a585,a647,diagnostico_diferencial,sintetico
a585,a524,diagnostico_diferencial,sintetico
a585,a22,diagnostico_diferencial,sintetico
a586,a962,diagnostico_diferencial,sintetico
a586,a545,diagnostico_diferencial,sintetico
a586,a397,diagnostico_diferencial,sintetico
a586,a460,diagnostico_diferencial,sintetico
a586,a963,diagnostico_diferencial,sintetico
a587,a670,diagnostico_diferencial,sintetico
a587,a740,diagnostico_diferencial,sintetico
a587,a571,diagnostico_diferencial,sintetico
a587,a967,diagnostico_diferencial,sintetico
a587,a168,diagnostico_diferencial,sintetico
a588,a581,diagnostico_diferencial,sintetico
a588,a14,diagnostico_diferencial,sintetico
a588,a131,diagnostico_diferencial,sintetico
a588,a701,diagnostico_diferencial,sintetico
a588,a22,diagnostico_diferencial,sintetico
a589,a475,diagnostico_diferencial,sintetico
a589,a80,diagnostico_diferencial,sintetico
a589,a472,diagnostico_diferencial,sintetico
a589,a274,diagnostico_diferencial,sintetico
a589,a99,diagnostico_diferencial,sintetico
a590,a161,diagnostico_diferencial,sintetico
a590,a793,diagnostico_diferencial,sintetico
a590,a349,diagnostico_diferencial,sintetico
a590,a323,diagnostico_diferencial,sintetico
a590,a127,diagnostico_diferencial,sintetico
a591,a640,diagnostico_diferencial,sintetico
a591,a830,diagnostico_diferencial,sintetico
a591,a777,diagnostico_diferencial,sintetico
a591,a499,diagnostico_diferencial,sintetico
a591,a812,diagnostico_diferencial,sintetico
a592,a355,diagnostico_diferencial,sintetico
a592,a788,diagnostico_diferencial,sintetico
a592,a975,diagnostico_diferencial,sintetico
a592,a658,diagnostico_diferencial,sintetico
a592,a973,diagnostico_diferencial,sintetico
a593,a686,diagnostico_diferencial,sintetico
a593,a349,diagnostico_diferencial,sintetico
a593,a328,diagnostico_diferencial,sintetico
a593,a404,diagnostico_diferencial,sintetico
a593,a367,diagnostico_diferencial,sintetico
a594,a240,diagnostico_diferencial,sintetico
a594,a623,diagnostico_diferencial,sintetico
a594,a381,diagnostico_diferencial,sintetico
a594,a795,diagnostico_diferencial,sintetico
a594,a420,diagnostico_diferencial,sintetico
a595,a971,diagnostico_diferencial,sintetico
a595,a162,diagnostico_diferencial,sintetico
a595,a212,diagnostico_diferencial,sintetico
a595,a436,diagnostico_diferencial,sintetico
a595,a283,diagnostico_diferencial,sintetico
a596,a844,diagnostico_diferencial,sintetico
a596,a795,diagnostico_diferencial,sintetico
a596,a186,diagnostico_diferencial,sintetico
a596,a822,diagnostico_diferencial,sintetico
a596,a668,diagnostico_diferencial,sintetico
a597,a602,diagnostico_diferencial,sintetico
a597,a268,diagnostico_diferencial,sintetico
a597,a620,diagnostico_diferencial,sintetico
a597,a147,diagnostico_diferencial,sintetico
a597,a924,diagnostico_diferencial,sintetico
a598,a609,diagnostico_diferencial,sintetico
a598,a406,diagnostico_diferencial,sintetico
a598,a869,diagnostico_diferencial,sintetico
a598,a365,diagnostico_diferencial,sintetico
a598,a262,diagnostico_diferencial,sintetico
a599,a146,diagnostico_diferencial,sintetico
a599,a159,diagnostico_diferencial,sintetico
a599,a168,diagnostico_diferencial,sintetico
a599,a64,diagnostico_diferencial,sintetico
a599,a308,diagnostico_diferencial,sintetico
a600,a242,diagnostico_diferencial,sintetico
a600,a338,diagnostico_diferencial,sintetico
a600,a173,diagnostico_diferencial,sintetico
a600,a844,diagnostico_diferencial,sintetico
a600,a935,diagnostico_diferencial,sintetico
a601,a151,diagnostico_diferencial,sintetico
a601,a836,diagnostico_diferencial,sintetico
a601,a900,diagnostico_diferencial,sintetico
a601,a846,diagnostico_diferencial,sintetico
a601,a932,diagnostico_diferencial,sintetico
a602,a125,diagnostico_diferencial,sintetico
a602,a75,diagnostico_diferencial,sintetico
a602,a693,diagnostico_diferencial,sintetico
a602,a382,diagnostico_diferencial,sintetico
a602,a253,diagnostico_diferencial,sintetico
a603,a715,diagnostico_diferencial,sintetico
a603,a925,diagnostico_diferencial,sintetico
a603,a659,diagnostico_diferencial,sintetico
a603,a228,diagnostico_diferencial,sintetico
a603,a641,diagnostico_diferencial,sintetico
a604,a921,diagnostico_diferencial,sintetico
a604,a13,diagnostico_diferencial,sintetico
a604,a14,diagnostico_diferencial,sintetico
a604,a879,diagnostico_diferencial,sintetico
a604,a84,diagnostico_diferencial,sintetico
a605,a518,diagnostico_diferencial,sintetico
a605,a889,diagnostico_diferencial,sintetico
a605,a419,diagnostico_diferencial,sintetico
a605,a414,diagnostico_diferencial,sintetico
a605,a354,diagnostico_diferencial,sintetico
a606,a176,diagnostico_diferencial,sintetico
a606,a595,diagnostico_diferencial,sintetico
a606,a355,diagnostico_diferencial,sintetico
a606,a798,diagnostico_diferencial,sintetico
a606,a829,diagnostico_diferencial,sintetico
a607,a965,diagnostico_diferencial,sintetico
a607,a30,diagnostico_diferencial,sintetico
a607,a101,diagnostico_diferencial,sintetico
a607,a812,diagnostico_diferencial,sintetico
a607,a705,diagnostico_diferencial,sintetico
a608,a770,diagnostico_diferencial,sintetico
a608,a792,diagnostico_diferencial,sintetico
a608,a505,diagnostico_diferencial,sintetico
a608,a98,diagnostico_diferencial,sintetico
a608,a929,diagnostico_diferencial,sintetico
a609,a25,diagnostico_diferencial,sintetico
a609,a238,diagnostico_diferencial,sintetico
a609,a797,diagnostico_diferencial,sintetico
a609,a464,diagnostico_diferencial,sintetico
a609,a7,diagnostico_diferencial,sintetico
a610,a401,diagnostico_diferencial,sintetico
a610,a868,diagnostico_diferencial,sintetico
a610,a652,diagnostico_diferencial,sintetico
a610,a547,diagnostico_diferencial,sintetico
a610,a306,diagnostico_diferencial,sintetico
a611,a746,diagnostico_diferencial,sintetico
a611,a298,diagnostico_diferencial,sintetico
a611,a643,diagnostico_diferencial,sintetico
a611,a302,diagnostico_diferencial,sintetico
a611,a784,diagnostico_diferencial,sintetico
a612,a260,diagnostico_diferencial,sintetico
a612,a63,diagnostico_diferencial,sintetico
a612,a448,diagnostico_diferencial,sintetico
a612,a390,diagnostico_diferencial,sintetico
a612,a587,diagnostico_diferencial,sintetico
a613,a713,diagnostico_diferencial,sintetico
a613,a801,diagnostico_diferencial,sintetico
a613,a98,diagnostico_diferencial,sintetico
a613,a221,diagnostico_diferencial,sintetico
a613,a184,diagnostico_diferencial,sintetico
a614,a470,diagnostico_diferencial,sintetico
a614,a101,diagnostico_diferencial,sintetico
a614,a590,diagnostico_diferencial,sintetico
a614,a61,diagnostico_diferencial,sintetico
a614,a318,diagnostico_diferencial,sintetico
a615,a570,diagnostico_diferencial,sintetico
a615,a560,diagnostico_diferencial,sintetico
a615,a387,diagnostico_diferencial,sintetico
a615,a427,diagnostico_diferencial,sintetico
a615,a210,diagnostico_diferencial,sintetico
a616,a371,diagnostico_diferencial,sintetico
a616,a349,diagnostico_diferencial,sintetico
a616,a274,diagnostico_diferencial,sintetico
